_id,BALCONY_GUARDS,CONFIRMED_STOREYS,CONFIRMED_UNITS,ELEVATORS,ENTRANCE_DOORS_WINDOWS,ENTRANCE_LOBBY,EVALUATION_COMPLETED_ON,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,GARBAGE_BIN_STORAGE_AREA,GARBAGE_CHUTE_ROOMS,GRAFFITI,INTERIOR_LIGHTING_LEVELS,INTERIOR_WALL_CEILING_FLOOR,INTERNAL_GUARDS_HANDRAILS,LAUNDRY_ROOMS,NO_OF_AREAS_EVALUATED,OTHER_FACILITIES,PARKING_AREA,PROPERTY_TYPE,RESULTS_OF_SCORE,RSN,SCORE,SECURITY,SITE_ADDRESS,STAIRWELLS,STORAGE_AREAS_LOCKERS,WARD,WATER_PEN_EXT_BLDG_ELEMENTS,YEAR_BUILT,YEAR_REGISTERED
116,3,3,10,N/A,3,4,01/10/2019,4,4,3,3,N/A,5,3,3,4,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154217,71,3,1750  WILSON AVE ,4,4,07,4,1967,2017
117,3,23,263,3,3,4,11/05/2019,2,4,2,3,2,4,3,3,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154221,61,5,180  CHALKFARM DR ,2,N/A,07,3,1972,2017
118,4,4,47,N/A,4,3,11/07/2019,3,3,4,3,N/A,5,3,3,3,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155086,70,5,1720  KEELE ST ,3,N/A,05,3,1955,2017
119,N/A,3,30,N/A,3,3,02/21/2019,4,3,3,3,N/A,5,3,3,4,3,16,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4155092,69,5,2600  EGLINTON AVE W,3,N/A,05,4,2009,2017
120,4,10,102,5,4,4,04/03/2019,4,3,4,4,4,3,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156558,78,4,3967  LAWRENCE AVE E,3,N/A,24,4,1970,2018
121,3,15,85,4,5,5,03/06/2019,3,3,4,3,4,5,5,5,5,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153236,79,3,280  ST GEORGE ST ,4,4,11,3,1967,2017
122,4,4,50,N/A,4,3,12/15/2017,4,4,4,4,N/A,5,2,2,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153716,70,3,619  WOODBINE AVE ,3,N/A,19,3,1956,2017
123,2,17,198,3,3,3,11/19/2019,2,4,3,3,3,5,3,2,4,3,18,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4154239,60,3,2775  JANE ST ,3,N/A,07,3,1975,2017
124,4,34,428,3,3,3,12/10/2018,4,3,3,3,3,4,3,4,3,4,19,3,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154262,67,4,10  SAN ROMANOWAY  ,3,N/A,07,4,1977,2017
125,4,14,151,3,4,4,12/10/2018,4,4,3,3,3,4,3,4,4,3,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154263,72,3,25  STONG CRT ,4,N/A,07,4,1967,2017
126,N/A,3,40,N/A,3,3,03/06/2019,3,3,4,3,N/A,4,4,3,4,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155112,69,4,83  CLEARVIEW HTS ,3,N/A,05,4,1915,2017
127,N/A,3,45,N/A,3,3,01/23/2019,3,4,5,4,N/A,5,2,4,4,2,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155119,71,4,40  TRETHEWEY DR ,2,N/A,05,4,1960,2017
128,4,5,24,3,3,3,11/06/2019,4,4,4,3,1,5,2,3,4,2,19,2,4,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4155124,65,4,1296  WESTON RD ,3,N/A,05,4,1995,2017
129,3,4,29,3,3,3,11/06/2019,3,3,3,3,N/A,5,3,3,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155130,64,3,24  PINEHILL CRES ,3,3,05,3,1969,2017
130,3,23,267,3,3,3,11/08/2019,3,4,4,3,3,5,3,4,3,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155131,68,3,55  EMMETT AVE ,3,3,05,4,1968,2017
131,2,3,21,N/A,4,3,03/08/2019,3,3,3,3,N/A,2,2,3,3,3,16,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4155140,56,4,1848  JANE ST ,3,N/A,05,2,1960,2017
132,N/A,3,10,N/A,3,3,11/05/2019,3,3,3,4,N/A,5,3,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155142,68,3,131  WOODWARD AVE ,3,3,05,5,1954,2019
133,4,19,224,3,3,4,11/26/2019,2,3,3,4,3,5,4,4,3,4,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4155625,70,5,20-50  FALSTAFF AVE ,2,N/A,05,3,1970,2017
134,N/A,3,31,N/A,3,3,02/04/2019,3,4,3,4,N/A,3,4,3,3,3,15,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4155627,67,4,3  LEILA LANE ,3,N/A,08,4,1957,2017
135,N/A,4,30,N/A,3,3,02/28/2019,3,4,3,4,N/A,3,4,4,3,3,15,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4155643,68,4,9  FLEMINGTON RD ,3,N/A,08,4,1957,2017
136,3,19,255,3,3,3,01/04/2018,3,3,4,3,3,5,4,3,3,4,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4155654,68,4,5005  DUNDAS ST W,2,N/A,03,4,1962,2017
137,4,12,159,4,4,4,03/20/2019,4,4,4,4,4,5,4,3,4,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152810,78,4,421  MARKHAM RD ,3,N/A,24,4,1969,2017
138,N/A,5,112,3,3,4,12/04/2017,4,4,3,3,3,5,3,3,3,4,18,3,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152811,70,4,450 B  SCARBOROUGH GOLF CLUB RD ,3,N/A,24,4,1991,2017
139,4,8,115,4,4,4,03/20/2019,4,4,4,3,4,2,4,3,4,4,19,4,4,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4152812,75,4,525  MARKHAM RD ,3,N/A,24,4,1995,2017
140,3,10,136,5,4,4,01/09/2018,3,4,4,3,4,5,3,4,4,4,19,4,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152814,77,4,20  GREENCREST CRCT ,4,N/A,24,4,1970,2017
141,3,7,88,3,4,3,11/28/2019,3,3,4,3,N/A,5,2,2,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152821,70,5,3827  LAWRENCE AVE E,4,4,24,3,1970,NA
142,4,13,291,3,3,3,11/19/2019,4,4,4,4,4,3,4,3,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154268,72,5,5000  JANE ST ,3,N/A,07,4,1975,2017
143,4,7,113,4,4,4,11/19/2019,3,3,2,4,3,5,4,3,3,4,19,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154278,69,5,2600  FINCH AVE W,3,3,07,3,1971,2017
144,4,15,350,4,3,4,11/08/2019,3,4,2,4,3,3,3,3,4,4,19,4,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154299,68,5,1577  LAWRENCE AVE W,2,N/A,05,4,1970,2018
145,N/A,3,11,N/A,3,3,03/12/2019,4,4,4,4,N/A,5,2,3,4,3,15,N/A,2,PRIVATE,Evaluation needs to be conducted in 2 years,4154302,71,4,2  ARROWSMITH AVE ,3,N/A,05,5,1960,2017
146,N/A,4,34,4,4,4,11/05/2019,4,3,3,3,N/A,5,3,3,4,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155154,72,4,2263  WESTON RD ,3,3,05,4,1957,2017
147,3,6,41,3,3,3,02/04/2019,3,3,3,3,N/A,4,3,3,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155156,63,5,36  CHURCH ST ,3,3,05,3,1965,2017
148,4,10,63,3,2,3,03/07/2019,2,3,3,3,N/A,2,4,4,3,3,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 1 year,4155157,60,5,29  CHURCH ST ,2,N/A,05,3,1963,2017
149,5,6,65,4,5,5,11/05/2019,5,4,3,4,N/A,5,5,5,4,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155169,87,5,2222  WESTON RD ,4,N/A,05,4,1961,2017
150,N/A,3,17,N/A,2,3,01/10/2019,2,3,3,3,N/A,4,3,2,3,3,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4155174,57,4,8  CASTLETON AVE ,2,N/A,05,2,1965,2017
151,NA,14,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4156296,71,NA,33  HOLLY ST ,NA,NA,12,NA,1963,2017
152,3,9,107,2,3,3,01/08/2019,3,3,3,3,2,5,4,3,3,2,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155181,63,5,787  JANE ST ,3,N/A,05,4,1964,2017
153,4,3,14,N/A,3,3,01/16/2018,3,4,4,3,N/A,3,3,3,4,N/A,15,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4156139,68,4,39  DURNFORD RD ,3,N/A,25,4,1992,2018
154,N/A,4,24,N/A,4,4,01/14/2019,4,4,4,4,N/A,5,4,4,4,4,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4152554,81,4,2422  QUEEN ST E,4,N/A,20,4,1950,2017
155,3,16,216,3,3,3,01/28/2019,3,3,3,4,2,5,3,2,3,2,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152828,59,3,40  TUXEDO CRT ,2,N/A,24,3,1970,2017
156,5,17,200,5,4,4,11/27/2019,5,5,5,4,4,5,4,4,5,4,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152832,87,4,51  TRAILRIDGE CRES ,4,4,24,4,1974,2017
157,2,16,264,4,2,2,03/11/2019,3,3,3,3,1,2,2,2,3,2,19,3,1,PRIVATE,Building Audit,4152835,48,3,70  MORNELLE CRT ,2,N/A,24,3,1976,2017
158,5,4,25,3,5,5,11/28/2019,4,4,4,5,3,5,4,4,4,4,20,4,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4152837,83,5,38  ANDOVER CRES ,4,4,24,4,1992,2017
159,4,3,11,N/A,3,4,11/05/2019,4,4,3,4,N/A,5,3,4,4,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154314,79,4,2623  KEELE ST ,4,4,05,5,1965,2017
160,N/A,3,21,N/A,4,3,02/04/2019,3,3,3,3,N/A,5,3,3,3,2,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4154318,64,5,2643  KEELE ST ,3,N/A,05,2,1955,2017
161,4,4,34,N/A,4,4,11/06/2019,4,4,4,4,N/A,5,4,4,4,5,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154328,83,4,1728  LAWRENCE AVE W,4,N/A,05,4,1960,2017
162,5,9,92,3,3,4,12/19/2018,3,4,4,5,4,5,5,3,3,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154341,77,5,1640  LAWRENCE AVE W,3,3,05,4,1965,2017
163,2,3,10,N/A,3,3,01/02/2019,4,3,3,4,N/A,5,4,3,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155189,71,5,5 A  JASPER AVE ,3,N/A,05,4,1954,2017
164,N/A,3,39,N/A,3,3,01/04/2019,3,4,4,4,N/A,5,4,3,3,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155192,74,5,31  ROCKCLIFFE BLVD ,3,4,05,4,1960,2017
165,NA,15,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4155197,66,NA,890  JANE ST ,NA,NA,05,NA,1973,2017
166,3,12,208,3,3,4,10/31/2019,3,2,3,2,3,4,4,3,3,4,20,3,3,SOCIAL HOUSING,Evaluation needs to be conducted in 1 year,4155202,63,4,4049  DUNDAS ST W,3,3,04,3,1990,2017
167,N/A,3,17,N/A,4,4,10/31/2019,5,4,5,4,N/A,5,4,5,5,4,15,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4155206,89,3,596  JANE ST ,5,N/A,04,5,1958,2017
168,N/A,3,21,N/A,4,4,10/29/2019,4,3,4,4,N/A,5,3,5,3,4,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155208,77,4,2684  BLOOR ST W,4,N/A,03,4,1949,2017
169,N/A,7,76,4,4,4,10/30/2019,5,4,5,4,3,5,4,4,4,4,18,5,3,SOCIAL HOUSING,Evaluation needs to be conducted in 3 years,4155218,83,5,256  SHELDON AVE ,3,N/A,03,5,1982,2017
170,3,15,168,5,3,5,11/19/2019,5,3,5,5,4,5,5,3,5,4,18,N/A,5,TCHC,Evaluation needs to be conducted in 3 years,4152595,89,5,40  FIRVALLEY CRT ,5,N/A,20,5,1964,2017
171,5,15,223,3,3,3,11/19/2019,4,3,4,4,2,2,3,2,5,5,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4152596,71,5,682  WARDEN AVE ,3,N/A,20,4,1964,2017
172,4,4,30,4,4,3,11/19/2019,4,3,4,4,4,5,4,4,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4152609,78,4,3423  ST CLAIR AVE E,3,4,20,4,1968,2017
173,3,4,38,N/A,5,5,11/21/2019,4,4,4,4,N/A,5,5,5,5,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4152624,89,5,19  CRAIGTON DR ,5,5,21,4,1956,2017
174,NA,14,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4152864,80,NA,10  BRIDLETOWNE CRCL ,NA,NA,22,NA,1974,2017
175,NA,5,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4152869,74,NA,2249  BIRCHMOUNT RD ,NA,NA,22,NA,1979,2017
176,4,17,272,4,4,4,03/06/2019,4,4,4,5,4,5,5,4,3,5,20,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153758,85,5,221  BALLIOL ST ,4,4,12,5,1968,2017
177,4,4,48,5,5,4,12/02/2019,3,4,4,4,N/A,5,4,4,4,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153764,81,3,165  BALLIOL ST ,4,4,12,4,1968,2017
178,5,17,391,4,5,5,11/18/2019,4,5,4,4,4,5,5,4,4,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154703,86,4,55  ELLERSLIE AVE ,4,N/A,18,4,1966,2017
179,N/A,3,17,N/A,3,5,01/04/2019,4,5,5,5,4,5,5,5,5,4,16,N/A,5,PRIVATE,Evaluation needs to be conducted in 3 years,4154704,91,5,11  CHURCHILL AVE ,4,N/A,18,4,1958,2017
180,5,12,118,5,5,5,01/11/2019,4,4,4,5,5,5,4,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154717,89,4,5754  YONGE ST ,4,4,18,5,1970,2017
181,5,12,67,5,5,5,11/06/2019,4,5,5,4,4,5,5,4,5,5,20,5,3,PRIVATE,Evaluation needs to be conducted in 3 years,4154720,93,5,6151  BATHURST ST ,5,4,18,5,1971,2017
182,4,13,170,4,4,4,01/23/2019,4,4,5,4,4,4,4,4,5,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154722,81,3,6171  BATHURST ST ,4,3,18,5,1960,2017
183,3,6,60,4,3,4,12/18/2018,3,4,4,4,N/A,5,3,5,3,4,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155223,76,4,810  ROYAL YORK RD ,4,4,03,4,1960,2017
184,3,4,42,N/A,2,3,03/13/2019,3,2,3,3,N/A,4,3,3,4,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155238,61,4,4  KINSDALE BLVD ,3,N/A,03,3,1953,2017
185,4,4,16,N/A,4,4,03/13/2019,4,3,3,5,N/A,4,3,4,5,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155243,76,4,12  KINSDALE BLVD ,4,4,03,3,1954,2017
186,4,3,10,N/A,4,5,03/04/2019,4,4,4,5,N/A,5,3,5,5,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4155253,81,4,193  STEPHEN DR ,4,3,03,3,1960,2017
187,3,5,36,4,3,3,02/28/2019,3,3,3,3,N/A,4,3,4,3,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155257,64,3,5  HILL HEIGHTS RD ,3,4,03,3,1968,2017
188,5,4,37,N/A,3,3,10/30/2019,3,4,4,5,N/A,4,4,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155262,74,5,6  CROWN HILL PL ,3,4,03,4,1954,2017
189,N/A,4,36,3,4,4,03/13/2019,4,3,3,3,N/A,5,4,5,3,4,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152901,74,4,9  MORNINGSIDE AVE ,4,4,04,3,1957,2017
190,4,4,34,N/A,4,4,03/20/2019,3,3,3,4,N/A,5,4,5,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4152903,74,5,2555  BLOOR ST W,4,3,04,3,1940,2017
191,N/A,4,25,N/A,4,3,02/15/2019,3,3,3,3,N/A,5,3,4,2,3,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4152908,64,3,2  KENNEDY AVE ,3,3,04,3,1967,2017
192,4,30,575,4,5,5,12/02/2019,4,4,4,4,4,5,5,5,5,4,20,5,5,PRIVATE,Evaluation needs to be conducted in 3 years,4153782,91,5,45  DUNFIELD AVE ,5,5,12,4,1966,2017
193,N/A,4,29,N/A,3,3,03/01/2019,3,3,3,3,N/A,3,3,2,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4153786,61,5,299  FORMAN AVE ,3,N/A,15,3,1956,2017
194,3,4,35,N/A,3,3,01/02/2019,3,4,4,4,N/A,5,4,4,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155263,67,3,7  CROWN HILL PL ,3,3,03,2,1958,2017
195,2,4,30,N/A,3,3,03/13/2019,3,3,3,4,N/A,5,3,3,2,2,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 1 year,4155269,60,4,6  HILL HEIGHTS RD ,3,2,03,3,1964,2017
196,5,4,16,N/A,3,3,01/09/2019,4,4,4,3,N/A,5,4,4,5,4,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4155287,78,4,2  KINGS POINT DR ,4,3,03,3,1954,2017
197,4,4,34,N/A,4,4,12/21/2018,3,3,3,3,N/A,5,3,3,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4155295,66,4,2651  BLOOR ST W,3,3,03,2,1927,2017
198,N/A,4,14,N/A,4,3,03/19/2019,4,4,3,3,N/A,4,3,4,3,3,15,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156225,71,4,4754  DUNDAS ST W,4,N/A,02,4,1950,2017
199,3,14,246,4,2,2,11/07/2019,3,3,3,3,2,2,2,2,3,4,18,N/A,3,TCHC,Evaluation needs to be conducted in 1 year,4156232,54,3,101  HUMBER BLVD ,2,N/A,05,3,1969,2017
200,3,8,51,4,4,4,10/30/2019,4,4,4,4,3,4,4,4,3,5,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153809,74,4,490  EGLINTON AVE E,4,3,15,2,1964,2017
201,NA,14,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,PRIVATE,Evaluation needs to be conducted in 2 years,4153826,67,NA,100  ROEHAMPTON AVE ,NA,NA,12,NA,1961,2017
202,4,16,65,5,4,4,10/29/2019,3,4,4,4,4,5,4,4,4,4,19,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153828,81,4,15  ERSKINE AVE ,4,4,15,4,1970,2017
203,3,4,14,N/A,2,3,10/29/2019,3,3,2,2,N/A,3,4,4,3,3,17,3,3,TCHC,Evaluation needs to be conducted in 1 year,4155667,59,3,49  SCARLETTWOOD CRT ,3,N/A,02,3,1971,2017
204,3,12,154,5,4,5,10/28/2019,3,5,4,3,3,5,5,4,3,5,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4155672,81,5,20  CARLUKE CRES ,5,4,15,3,1962,2017
205,5,5,107,4,4,5,11/28/2019,4,4,4,5,N/A,5,4,4,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4156252,81,5,205  MORNINGSIDE AVE ,3,3,25,3,1961,2017
206,4,29,277,4,5,5,11/18/2019,4,4,4,4,4,5,4,3,4,4,18,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4156258,82,4,4  FOREST LANEWAY  ,4,4,18,4,1975,2017
207,N/A,4,15,N/A,3,3,12/02/2019,3,4,4,3,N/A,5,3,2,4,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 2 years,4153340,67,3,345  ST CLAIR AVE W,3,N/A,12,4,1920,2017
208,N/A,6,39,4,4,4,03/07/2019,3,4,4,3,3,5,4,4,3,3,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153360,74,5,398  AVENUE RD ,3,N/A,12,4,1937,2017
209,3,4,18,3,4,4,03/11/2019,3,3,3,4,N/A,5,4,4,3,4,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153367,76,5,159  RUSSELL HILL RD ,4,4,12,4,1957,2017
210,4,7,52,4,4,4,12/02/2019,4,4,4,4,N/A,5,4,4,5,3,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153370,84,5,263  RUSSELL HILL RD ,5,N/A,12,4,1960,2017
211,N/A,3,23,N/A,4,5,12/13/2018,4,5,4,4,3,5,5,4,4,5,17,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153850,86,5,11  SHERWOOD AVE ,5,3,15,5,1930,2017
212,N/A,3,26,N/A,4,5,12/14/2018,4,4,5,4,3,5,5,5,4,5,17,N/A,2,PRIVATE,Evaluation needs to be conducted in 3 years,4153852,87,5,21  SHERWOOD AVE ,5,4,15,5,1930,2017
213,N/A,4,41,3,3,3,01/09/2018,3,4,4,4,4,5,3,3,3,4,17,N/A,3,TCHC,Evaluation needs to be conducted in 2 years,4153859,71,4,2745  YONGE ST ,4,N/A,15,3,1937,2017
214,N/A,4,31,N/A,3,3,01/09/2018,3,4,4,4,4,5,3,3,3,4,16,N/A,N/A,TCHC,Evaluation needs to be conducted in 2 years,4153860,71,4,2765  YONGE ST ,4,3,15,3,1970,2017
215,5,10,100,5,4,5,12/02/2019,5,4,5,4,N/A,5,5,5,3,5,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153875,91,5,40  DELISLE AVE ,5,4,12,5,1969,2017
216,N/A,8,80,5,5,5,12/02/2019,5,4,5,5,4,5,5,5,4,5,17,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153877,94,5,1  ORIOLE RD ,5,N/A,12,4,1955,2017
217,3,4,47,5,4,5,12/02/2019,4,4,5,5,5,5,5,5,5,5,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 3 years,4153878,92,5,23  ORIOLE RD ,5,N/A,12,4,1955,2017
218,N/A,3,12,N/A,4,3,11/06/2019,4,4,4,3,N/A,5,4,4,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154349,80,5,2432  KEELE ST ,4,N/A,05,4,1960,2017
219,N/A,3,11,N/A,3,3,12/06/2018,4,3,2,4,N/A,N/A,4,3,4,3,13,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4154354,68,4,2418  KEELE ST ,4,N/A,05,N/A,1960,2017
220,N/A,3,11,N/A,4,3,11/19/2019,4,3,4,3,N/A,5,3,3,4,5,15,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4154368,73,3,825  WILSON AVE ,3,N/A,06,3,1953,2017
221,3,4,44,N/A,4,4,11/19/2019,2,4,3,3,N/A,4,4,5,4,4,16,N/A,5,PRIVATE,Evaluation needs to be conducted in 2 years,4154379,74,4,921  WILSON AVE ,4,N/A,06,2,1960,2017
222,5,18,138,5,3,5,10/28/2019,5,3,4,5,5,5,4,4,5,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154743,88,5,755  YORK MILLS RD ,4,N/A,15,5,1970,2017
223,3,3,20,N/A,2,3,01/11/2019,3,3,4,3,4,5,1,3,3,3,18,N/A,4,PRIVATE,Evaluation needs to be conducted in 1 year,4154744,63,4,2818  BAYVIEW AVE ,2,4,18,3,1968,2017
224,3,17,278,5,4,5,11/06/2019,4,4,4,5,4,5,5,4,4,4,20,5,4,PRIVATE,Evaluation needs to be conducted in 3 years,4154764,86,5,7  ST DENNIS DR ,4,4,16,4,1968,2017
225,3,17,284,4,4,4,12/21/2018,4,4,4,4,5,3,4,3,3,4,19,4,4,PRIVATE,Evaluation needs to be conducted in 2 years,4154769,76,5,200  GATEWAY BLVD ,2,N/A,16,4,1966,2017
226,4,16,267,4,4,4,11/21/2019,4,4,4,4,3,5,4,4,3,3,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4156290,78,5,357  RUSHOLME RD ,4,4,09,4,1969,2017
227,N/A,3,16,N/A,3,4,02/12/2019,3,4,3,3,N/A,5,3,3,4,4,15,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4156594,72,3,10  KINGSTON RD ,4,N/A,19,4,1970,2017
228,3,12,166,4,3,3,01/03/2018,4,4,3,3,4,5,3,4,4,4,19,4,3,TCHC,Evaluation needs to be conducted in 2 years,4153381,73,4,55  THE ESPLANADE  ,4,N/A,10,3,1983,2017
229,3,3,61,4,4,3,11/26/2019,3,4,3,3,3,5,4,4,4,4,18,N/A,4,TCHC,Evaluation needs to be conducted in 2 years,4153386,73,4,171  FRONT ST E,4,N/A,13,3,1982,2017
230,3,7,76,3,4,3,01/04/2018,3,4,4,4,N/A,3,4,3,3,3,17,N/A,3,SOCIAL HOUSING,Evaluation needs to be conducted in 2 years,4153395,69,4,147  QUEEN ST E,4,N/A,13,4,1900,2017
231,4,4,45,4,4,4,03/14/2019,4,4,3,4,4,5,4,4,2,4,19,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153889,77,5,250  ST CLAIR AVE W,4,4,12,3,1970,2017
232,4,4,49,4,5,4,11/28/2019,4,4,5,4,N/A,5,4,4,4,3,18,N/A,3,PRIVATE,Evaluation needs to be conducted in 3 years,4153890,81,4,276  ST CLAIR AVE W,4,4,12,4,1959,2017
233,5,4,15,N/A,4,4,11/28/2019,4,4,4,3,N/A,5,4,4,4,3,16,N/A,4,PRIVATE,Evaluation needs to be conducted in 2 years,4153901,78,3,310  LONSDALE RD ,3,N/A,12,4,1927,2017
234,N/A,3,19,N/A,4,4,12/02/2019,3,3,4,4,N/A,5,2,3,4,2,16,N/A,3,PRIVATE,Evaluation needs to be conducted in 2 years,4153916,69,4,48  LAWTON BLVD ,3,3,12,4,1927,2017
235,N/A,3,24,N/A,4,4,11/28/2019,4,4,3,5,N/A,5,4,5,4,3,14,N/A,N/A,PRIVATE,Evaluation needs to be conducted in 3 years,4153920,84,5,80  LAWTON BLVD ,4,N/A,12,5,1930,2017
